Name,Genres,Studio,Type,Score,Score Rank,Num. of episodes,Popularity Rank
Kuroko no Basket: Baka ja Katenai no yo!,['sports'],['production i.g'],ova,7.55,1502,1,2676
Majo no Tabitabi,"['adventure', 'fantasy']",['c2c'],tv,7.55,1503,12,589
Mashiro no Oto,"['drama', 'slice of life']",['shin-ei animation'],tv,7.55,1504,12,1417
Mitsudomoe,"['comedy', 'slice of life']",['bridge'],tv,7.55,1505,13,1739
Mitsudomoe: Oppai Ippai Mama Genki,"['comedy', 'slice of life']",['bridge'],special,7.55,1506,1,4428
One Piece Movie 04: Dead End no Bouken,"['action', 'adventure', 'fantasy']",['toei animation'],movie,7.55,1507,1,1901
Over Drive,['sports'],['xebec'],tv,7.55,1508,26,2879
Perrine Monogatari,"['drama', 'slice of life']",['nippon animation'],tv,7.54,1524,53,7207
Persona 3 the Movie 1: Spring of Birth,"['action', 'fantasy', 'supernatural']",['aic asta'],movie,7.55,1509,1,1654
Re:Creators,"['action', 'fantasy', 'sci-fi']",['troyca'],tv,7.55,1510,22,416
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,['drama'],['gallop'],movie,7.55,1511,1,2682
Shin Tennis no Ouji-sama,['sports'],"['production i.g', 'm.s.c']",tv,7.55,1512,13,2472
Shoukoku no Altair,"['adventure', 'drama', 'fantasy']",['mappa'],tv,7.55,1514,24,2211
To LOVE-Ru Darkness OVA,"['comedy', 'romance', 'sci-fi', 'ecchi']",['xebec'],ova,7.55,1515,6,1466
Toaru Majutsu no Index II,"['action', 'sci-fi']",['j.c.staff'],tv,7.55,1516,24,428
Tonari no Seki-kun,['comedy'],['shin-ei animation'],tv,7.55,1517,21,945
Towa no Quon 4: Guren no Shoushin,"['action', 'sci-fi', 'supernatural']",['bones'],movie,7.55,1518,1,3264
"Yondemasu yo, Azazel-san. Z","['comedy', 'supernatural']",['production i.g'],tv,7.55,1519,13,3199
Yuru Camp△ Specials,"['comedy', 'slice of life']",['c-station'],special,7.55,1520,3,2718
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,"['drama', 'fantasy', 'slice of life']",['studio gokumi'],movie,7.55,1521,1,4869
Pretty Rhythm: Rainbow Live,"['slice of life', 'sports']","['tatsunoko production', 'dongwoo a&e']",tv,7.54,1525,51,5174
Princess Principal: Crown Handler Movie 1,"['action', 'mystery']",['actas'],movie,7.54,1526,1,3150
R.O.D: The TV,"['action', 'adventure', 'comedy', 'drama', 'sci-fi']",['j.c.staff'],tv,7.54,1527,26,2266
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,['sports'],['toei animation'],movie,7.54,1528,1,4740
So Ra No Wo To,"['sci-fi', 'slice of life']",['a-1 pictures'],tv,7.54,1529,12,1265
Taiho Shichau zo (TV),"['action', 'comedy']",['studio deen'],tv,7.54,1530,47,3626
Tian Bao Fuyao Lu,"['action', 'fantasy']",['sparkly key animation studio'],ona,7.54,1531,13,6667
To LOVE-Ru Darkness 2nd OVA,"['comedy', 'romance', 'sci-fi', 'ecchi']",['xebec'],ova,7.54,1532,3,2048
Voy@ger,['sci-fi'],"['khara', 'cloverworks']",ona,7.54,1534,1,8922
Xingchen Bian,"['action', 'adventure', 'fantasy', 'romance']",['shanghai foch film and tv culture investment'],ona,7.54,1535,12,6858
Yao Shen Ji: Ying Yao Pian,"['action', 'adventure', 'fantasy', 'romance']",['ruo hong culture'],ona,7.54,1536,40,6380
Afro Samurai Movie,"['action', 'adventure']",['gonzo'],movie,7.54,1537,1,2391
Aikatsu Stars!,['slice of life'],['bandai namco pictures'],tv,7.54,1538,100,4448
Baka to Test to Shoukanjuu,"['comedy', 'romance']",['silver link.'],tv,7.54,1539,13,286
Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,['comedy'],['bones'],special,7.54,1540,1,3097
Candy Candy,"['drama', 'slice of life']",['toei animation'],tv,7.54,1541,115,3653
Densetsu no Yuusha no Densetsu,"['action', 'adventure', 'fantasy']",['zexcs'],tv,7.54,1542,24,707
Durarara!!x2 Ten: Onoroke Chakapoko,"['action', 'mystery', 'supernatural']",['shuka'],special,7.54,1543,1,2667
Fugou Keiji: Balance:Unlimited,"['comedy', 'mystery']",['cloverworks'],tv,7.53,1567,11,526
Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,['sports'],['production i.g'],ova,7.54,1544,1,3368
Hataraku Saibou Black (TV),"['action', 'drama']",['lidenfilms'],tv,7.54,1545,13,1001
Hoshi wo Ou Kodomo,"['adventure', 'fantasy', 'romance']",['comix wave films'],movie,7.54,1547,1,1007
Huyao Xiao Hongniang: Wangquan Fugui,"['comedy', 'romance', 'supernatural']",['haoliners animation league'],ona,7.54,1548,14,5029
Ike! Ina-chuu Takkyuubu,"['comedy', 'ecchi']",['grouper productions'],tv,7.54,1549,26,4607
Junjou Romantica,"['boys love', 'comedy', 'drama', 'romance']",['studio deen'],tv,7.54,1551,12,821
Kemono Friends,"['adventure', 'comedy', 'fantasy']",['yaoyorozu'],tv,7.54,1552,12,2071
Kimagure Orange☆Road,"['comedy', 'drama', 'romance', 'slice of life']",['studio pierrot'],tv,7.54,1553,48,2903
Koutetsujou no Kabaneri Movie 2: Moeru Inochi,"['action', 'drama', 'fantasy', 'horror', 'supernatural']",['wit studio'],movie,7.54,1554,1,2902
Liang Bu Yi,"['comedy', 'romance']",['paper plane animation studio'],ona,7.54,1555,24,7789
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note Special,"['fantasy', 'mystery', 'supernatural']",['troyca'],special,7.54,1556,1,4450
Love Live! Nijigasaki Gakuen School Idol Doukoukai,['slice of life'],['sunrise'],tv,7.54,1557,13,2349
Amaama to Inazuma,"['comedy', 'gourmet', 'slice of life']",['tms entertainment'],tv,7.53,1558,12,688
Asobi Asobase: Cosplay Taikai/Otona no Watashi e,"['comedy', 'drama']",['lerche'],ova,7.53,1559,1,2896
D-Frag!,['comedy'],"['""brains base""']",tv,7.53,1561,12,511
Denpa-teki na Kanojo,"['mystery', 'suspense']","['""brains base""']",ova,7.53,1562,2,1339
Drifters (OVA),"['action', 'adventure', 'comedy', 'fantasy']",['hoods drifters studio'],ova,7.53,1563,2,2171
Fairy Tail Movie 2: Dragon Cry,"['action', 'adventure', 'fantasy']",['a-1 pictures'],movie,7.53,1564,1,1162
Fate/kaleid liner Prisma☆Illya 3rei!!,"['action', 'comedy', 'fantasy']",['silver link.'],tv,7.53,1565,12,1569
Fugou Keiji: Balance:Unlimited,"['comedy', 'mystery']",['cloverworks'],tv,7.53,1567,11,526
Fullmetal Alchemist: The Conqueror of Shamballa,"['comedy', 'drama', 'fantasy']",['bones'],movie,7.53,1568,1,613
Golgo 13 (TV),"['action', 'adventure', 'drama', 'suspense']",['the answer studio'],tv,7.53,1569,50,3034
Hayate no Gotoku!,"['action', 'comedy', 'romance']",['synergysp'],tv,7.53,1570,52,917
Hello World,"['drama', 'romance', 'sci-fi']",['graphinica'],movie,7.53,1571,1,1002
Heroic Age,"['action', 'sci-fi']",['xebec'],tv,7.53,1572,26,1676
Hidamari Sketch Specials,"['comedy', 'slice of life']",['shaft'],special,7.53,1573,2,4254
Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,"['action', 'adventure']","['toei animation', 'yokohama animation lab']",movie,7.53,1574,1,5661
Kindaichi Shounen no Jikenbo Returns,['mystery'],['toei animation'],tv,7.53,1575,25,4502
Konjiki no Gash Bell!!,"['adventure', 'comedy', 'supernatural']",['toei animation'],tv,7.53,1576,150,1563
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,"['action', 'drama', 'fantasy', 'horror', 'supernatural']",['wit studio'],movie,7.53,1577,1,2882
"Kuroshitsuji: Sono Shitsuji, Kougyou","['comedy', 'supernatural']",['a-1 pictures'],special,7.53,1578,1,1646
Mahou Shoujo Lyrical Nanoha: Detonation,"['action', 'comedy', 'drama']",['seven arcs pictures'],movie,7.53,1579,1,6143
Metropolis,"['adventure', 'drama', 'romance', 'sci-fi']",['madhouse'],movie,7.53,1580,1,1826
Naruto: Shippuuden - Sunny Side Battle,"['comedy', 'fantasy', 'gourmet']",['studio pierrot'],special,7.53,1581,1,2347
Ojiisan no Lamp,['drama'],['telecom animation film'],movie,7.53,1582,1,4258
Saki Achiga-hen: Episode of Side-A Specials,['slice of life'],['studio gokumi'],special,7.53,1583,4,4890
Sengoku Basara Ni,['action'],['production i.g'],tv,7.53,1584,12,2259
Shion no Ou,"['drama', 'mystery', 'suspense']",['studio deen'],tv,7.53,1585,22,3438
So Ra No Wo To Specials,"['sci-fi', 'slice of life']",['a-1 pictures'],special,7.53,1586,2,3737
The Big O,"['action', 'mystery', 'sci-fi']",['sunrise'],tv,7.53,1587,26,1927
Toriko,"['action', 'adventure', 'comedy', 'fantasy', 'gourmet']",['toei animation'],tv,7.53,1588,147,1524
Totsukuni no Shoujo,['supernatural'],['wit studio'],ova,7.53,1589,1,3088
Tsubasa Chronicle,"['action', 'adventure', 'fantasy', 'romance', 'supernatural']",['bee train'],tv,7.53,1590,26,908
UFO Robo Grendizer,['sci-fi'],['toei animation'],tv,7.53,1591,74,5473
Nanatsu no Taizai OVA,"['action', 'adventure', 'fantasy']",['a-1 pictures'],ova,7.52,1593,2,1100
Ningen Shikkaku: Director's Cut-ban,['drama'],['madhouse'],movie,7.52,1594,1,5542
Shakugan no Shana III (Final),"['action', 'drama', 'fantasy', 'romance', 'supernatural']",['j.c.staff'],tv,7.52,1595,24,870
Special A,"['comedy', 'romance']","['gonzo', 'aic']",tv,7.52,1596,24,547
"Yondemasu yo, Azazel-san. (TV)","['comedy', 'supernatural']",['production i.g'],tv,7.52,1597,13,2145
Aa! Megami-sama! (TV) Specials,"['comedy', 'romance', 'supernatural']",['aic'],special,7.52,1598,3,3717
Ao no Exorcist,"['action', 'fantasy']",['a-1 pictures'],tv,7.52,1599,25,34
Baki: Dai Raitaisai-hen,['action'],['tms entertainment'],ona,7.52,1600,13,1365
Casshern Sins,"['action', 'adventure', 'drama', 'sci-fi']","['madhouse', 'tatsunoko production']",tv,7.52,1601,24,1270
Da Yu Hai Tang (Movie),"['adventure', 'drama', 'romance', 'supernatural']",['b&t'],movie,7.52,1602,1,3066
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,"['adventure', 'comedy', 'fantasy']",['shin-ei animation'],movie,7.52,1603,1,6309
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,"['action', 'comedy', 'fantasy', 'sci-fi']",['toei animation'],special,7.52,1604,1,2845
Fantastic Children,"['adventure', 'fantasy', 'mystery', 'romance', 'sci-fi', 'suspense']",['nippon animation'],tv,7.52,1605,26,3429
Fushigi no Umi no Nadia,"['adventure', 'comedy', 'romance', 'sci-fi']",['gainax'],tv,7.52,1606,39,2442
Girls & Panzer,['action'],['actas'],tv,7.52,1607,12,730
Irozuku Sekai no Ashita kara,"['drama', 'romance']",['p.a. works'],tv,7.52,1610,13,670
Kakuriyo no Yadomeshi,"['drama', 'gourmet', 'romance', 'supernatural']",['gonzo'],tv,7.52,1611,26,1355
Karakai Jouzu no Takagi-san: Water Slide,"['comedy', 'slice of life']",['shin-ei animation'],ova,7.52,1612,1,2046
Kiniro Mosaic: Pretty Days,"['comedy', 'slice of life']","['studio gokumi', 'axsiz']",movie,7.52,1613,1,3963
Macross Zero,"['adventure', 'sci-fi']",['satelight'],ova,7.52,1614,5,3132
Aa! Megami-sama!: Sorezore no Tsubasa Specials,"['comedy', 'romance', 'supernatural']",['aic'],special,7.51,1615,2,3834
Area 88,"['action', 'adventure', 'drama', 'romance']",['studio pierrot'],ova,7.51,1616,3,4603
Arslan Senki (TV): Fuujin Ranbu,"['action', 'adventure', 'drama', 'fantasy', 'supernatural']",['lidenfilms'],tv,7.51,1617,8,1404
City Hunter: Goodbye My Sweetheart,"['adventure', 'comedy']",['sunrise'],special,7.51,1618,1,6612
Dance Dance Danseur,['drama'],['mappa'],tv,7.51,1619,11,3113
Deaimon,['slice of life'],['encourage films'],tv,7.51,1620,12,2920
Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,"['adventure', 'comedy', 'mystery']",['tms entertainment'],ova,7.51,1621,1,5095
Elfen Lied,"['action', 'drama', 'horror', 'romance', 'supernatural']",['arms'],tv,7.51,1623,13,66
Fate/Grand Order,"['action', 'fantasy']",['lay-duce'],special,7.51,1624,0,3439
Flying Witch,"['comedy', 'slice of life', 'supernatural']",['j.c.staff'],tv,7.51,1625,12,804
Gokushufudou Part 2,"['comedy', 'romance', 'slice of life']",['j.c.staff'],ona,7.51,1626,5,1779
Golden Kamuy 2nd Season OVA,"['action', 'adventure']",['geno studio'],ova,7.51,1627,3,4354
Hello!! Kiniro Mosaic,"['comedy', 'slice of life']",['studio gokumi'],tv,7.51,1629,12,2090
KanColle Movie,"['action', 'drama', 'sci-fi']",['diomedéa'],movie,7.51,1630,1,3094
Kappa no Coo to Natsuyasumi,['adventure'],['shin-ei animation'],movie,7.51,1631,1,4668
Konohana Kitan,"['fantasy', 'girls love', 'slice of life']",['lerche'],tv,7.51,1632,12,1368
Kore wa Zombie Desu ka? of the Dead,"['action', 'comedy', 'supernatural', 'ecchi']",['studio deen'],tv,7.51,1633,10,517
Kyoukaisenjou no Horizon II,"['action', 'fantasy', 'sci-fi']",['sunrise'],tv,7.51,1634,13,2031
Magic Knight Rayearth II,"['adventure', 'drama', 'fantasy', 'romance']",['tms entertainment'],tv,7.51,1635,29,3464
One Piece: Heart of Gold,"['action', 'adventure', 'comedy', 'drama', 'fantasy']",['toei animation'],special,7.51,1637,1,2329
Ranma ½: Akumu! Shunmin Kou,"['action', 'comedy', 'supernatural']","['sunrise', 'studio deen']",ova,7.51,1638,1,5037
Shin Tennis no Ouji-sama Specials,"['comedy', 'sports']","['production i.g', 'm.s.c']",special,7.51,1640,7,5357
Shiroi Suna no Aquatope,"['drama', 'slice of life']",['p.a. works'],tv,7.51,1641,24,1322
Towa no Quon 5: Souzetsu no Raifuku,"['action', 'sci-fi', 'supernatural']",['bones'],movie,7.51,1642,1,3303
Wakaokami wa Shougakusei! Movie,"['comedy', 'slice of life', 'supernatural']","['madhouse', 'dle']",movie,7.51,1643,1,4667
Yaoguai Mingdan 2nd Season,"['action', 'comedy', 'fantasy', 'romance']",['haoliners animation league'],ona,7.51,1644,21,5998
Zombieland Saga,"['comedy', 'supernatural']",['mappa'],tv,7.51,1645,12,422
Major 2nd (TV) 2nd Season,"['comedy', 'drama', 'sports']",['olm'],tv,7.5,1646,25,4343
Minami-ke Betsubara,"['comedy', 'slice of life']",['asread.'],ova,7.5,1647,1,3557
Oban Star-Racers,"['adventure', 'sci-fi']",['hal film maker'],tv,7.5,1648,26,2721
Ouritsu Uchuugun: Honneamise no Tsubasa,"['action', 'drama', 'sci-fi']",['gainax'],movie,7.5,1649,1,2983
Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,['comedy'],['shaft'],special,7.5,1650,1,5682
Persona 4 the Animation,"['action', 'adventure', 'mystery', 'sci-fi', 'supernatural']",['aic asta'],tv,7.5,1651,25,797
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,"['action', 'fantasy']",['toei animation'],movie,7.5,1652,1,7047
Saenai Heroine no Sodatekata,"['comedy', 'romance', 'ecchi']",['a-1 pictures'],tv,7.5,1653,12,296
Sarazanmai,"['action', 'fantasy', 'supernatural']","['mappa', 'lapin track']",tv,7.5,1654,11,1500
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama,"['comedy', 'romance']",['cloverworks'],special,7.5,1655,5,2158
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,"['action', 'adventure', 'comedy', 'fantasy']",['white fox'],tv,7.5,1656,12,353
Shingeki no Kyojin Season 3 Specials,['comedy'],['wit studio'],special,7.5,1657,7,3630
Sora no Aosa wo Shiru Hito yo,"['drama', 'romance', 'supernatural']",['cloverworks'],movie,7.5,1658,1,1856
Tanoshii Muumin Ikka Bouken Nikki,"['adventure', 'fantasy', 'slice of life']",['telescreen'],tv,7.5,1659,26,6898
Tasogare Otome x Amnesia: Taima Otome,"['horror', 'mystery', 'romance', 'supernatural']",['silver link.'],special,7.5,1660,1,2104
Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,"['comedy', 'sports']",['production i.g'],ova,7.5,1661,4,5514
Yawara!,"['action', 'comedy', 'drama', 'romance', 'slice of life', 'sports']",['madhouse'],tv,7.5,1664,124,4372
Yoru no Kuni,['fantasy'],['studio daisy'],ona,7.5,1665,3,5525
Zipang,"['action', 'drama', 'sci-fi']",['studio deen'],tv,7.5,1666,26,4229
Aharen-san wa Hakarenai,['comedy'],['felix film'],tv,7.49,1667,0,1172
Air Gear,"['action', 'ecchi']",['toei animation'],tv,7.5,1668,25,570
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,"['action', 'adventure', 'fantasy']",['studio pierrot'],movie,7.5,1669,1,928
Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,"['comedy', 'drama', 'romance', 'slice of life']",['kyoto animation'],special,7.5,1671,1,949
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,"['comedy', 'fantasy']",['a-1 pictures'],ona,7.5,1672,1,2050
Donten ni Warau,"['action', 'supernatural']",['doga kobo'],tv,7.5,1673,12,1506
Doupo Cangqiong 2nd Season Specials,"['action', 'adventure', 'fantasy']",['motion magic'],ona,7.5,1674,3,9141
Gochuumon wa Usagi Desu ka?,"['comedy', 'slice of life']",['white fox'],tv,7.5,1675,12,905
Grisaia no Kajitsu,"['drama', 'romance']",['8bit'],tv,7.5,1676,13,325
Gundam Build Divers Re:Rise 2nd Season,"['action', 'sci-fi']",['sunrise beyond'],ona,7.5,1677,13,5757
Kamisama no Memochou,['mystery'],['j.c.staff'],tv,7.5,1679,12,856
Kidou Senkan Nadesico,"['action', 'comedy', 'romance', 'sci-fi']",['xebec'],tv,7.5,1680,26,2668
Koi wa Ameagari no You ni,"['drama', 'romance', 'slice of life']",['wit studio'],tv,7.5,1681,12,760
Ling Qi 2,"['action', 'boys love', 'comedy', 'supernatural']",['haoliners animation league'],tv,7.5,1682,12,2943
Little Busters!,"['comedy', 'drama', 'slice of life', 'supernatural']",['j.c.staff'],tv,7.5,1683,26,719
Madang-eul Naon Amtalg,"['adventure', 'drama', 'fantasy']",['odolttogi'],movie,7.5,1685,1,8170
Another,"['horror', 'mystery', 'supernatural', 'suspense']",['p.a. works'],tv,7.49,1686,12,51
Bai She: Yuan Qi,"['adventure', 'drama', 'fantasy', 'romance']",['light chaser animation studios'],movie,7.49,1687,1,6561
Be-Bop Highschool,['comedy'],['toei animation'],ova,7.49,1688,7,6590
Bishoujo Senshi Sailor Moon Eternal Movie 1,['romance'],"['toei animation', 'studio deen']",movie,7.49,1689,1,4010
Detective Conan OVA 04: Conan and Kid and Crystal Mother,"['adventure', 'mystery']",['tms entertainment'],ova,7.49,1690,1,4558
Doraemon Movie 26: Nobita no Kyouryuu 2006,"['adventure', 'comedy']",['shin-ei animation'],movie,7.49,1691,1,5135
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai","['comedy', 'romance']",['nippon animation'],movie,7.49,1693,1,4028
Hanbun no Tsuki ga Noboru Sora,"['comedy', 'drama', 'romance']",['group tac'],tv,7.49,1694,6,1786
Hellsing,"['action', 'horror', 'supernatural']",['gonzo'],tv,7.49,1695,13,244
Heppoko Jikken Animation Excel♥Saga,"['comedy', 'sci-fi']",['j.c.staff'],tv,7.49,1696,26,1722
Hetalia World Series,['comedy'],['studio deen'],ona,7.49,1697,48,1657
Hetalia: The Beautiful World Specials,['comedy'],['studio deen'],special,7.49,1698,4,4437
High School DxD New,"['action', 'comedy', 'romance', 'ecchi']",['tnk'],tv,7.49,1699,12,163
Hime-chan no Ribbon,"['comedy', 'fantasy', 'romance']",['gallop'],tv,7.49,1700,61,5995
Hitoribocchi no Marumaru Seikatsu,"['comedy', 'slice of life']",['c2c'],tv,7.49,1701,12,1009
Kaichou wa Maid-sama!: Omake dayo!,['comedy'],['j.c.staff'],special,7.49,1702,1,1485
Kaleido Star: Aratanaru Tsubasa - Extra Stage,"['adventure', 'comedy', 'drama']",['gonzo'],ova,7.49,1703,1,4905
Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,['sci-fi'],['production i.g'],movie,7.49,1704,1,2703
"Kumo no Mukou, Yakusoku no Basho","['drama', 'romance', 'sci-fi']",['comix wave films'],movie,7.49,1705,1,974
Lady Lady!!,['drama'],['toei animation'],tv,7.49,1706,21,6843
Nanbaka 2,"['action', 'comedy', 'drama']",['satelight'],ona,7.49,1707,12,1521
Owari no Seraph,"['action', 'drama', 'supernatural']",['wit studio'],tv,7.49,1708,12,88
Persona 4 the Animation: No One is Alone,"['adventure', 'mystery', 'sci-fi', 'supernatural']",['aic asta'],special,7.49,1709,1,2835
Saint☆Oniisan,"['comedy', 'slice of life']",['a-1 pictures'],ova,7.49,1710,2,1906
Tensei shitara Slime Datta Ken OVA,"['action', 'adventure', 'comedy', 'fantasy']",['8bit'],ova,7.49,1711,5,1021
Tonari no Kaibutsu-kun,"['comedy', 'romance', 'slice of life']","['""brains base""']",tv,7.49,1712,13,122
Waga Seishun no Arcadia,"['action', 'adventure', 'drama', 'sci-fi']",['toei animation'],movie,7.49,1713,1,5674
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,"['action', 'supernatural']",['manglobe'],tv,7.49,1714,12,1361
Mieruko-chan,"['comedy', 'horror', 'supernatural']",['passione'],tv,7.48,1715,12,516
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"['action', 'comedy', 'fantasy', 'supernatural']",['diomedéa'],tv,7.48,1716,10,330
"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura","['action', 'adventure', 'fantasy']",['toei animation'],movie,7.48,1717,1,2459
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,"['comedy', 'drama', 'fantasy', 'romance']",['silver link.'],tv,7.48,1718,12,501
Psycho-Pass: Sinners of the System Case.2 - First Guardian,"['action', 'sci-fi']",['production i.g'],movie,7.48,1719,1,2058
Sayonara Zetsubou Sensei Special,"['comedy', 'mystery']",['shaft'],special,7.48,1720,1,4455
Shinryaku!? Ika Musume,"['comedy', 'slice of life']",['diomedéa'],tv,7.48,1721,12,1857
Shokugeki no Souma: Ni no Sara OVA,"['gourmet', 'ecchi']",['j.c.staff'],ova,7.48,1722,2,1287
Sora no Otoshimono: Forte,"['comedy', 'romance', 'sci-fi', 'supernatural', 'ecchi']",['aic asta'],tv,7.48,1723,12,717
Totsukuni no Shoujo (2022),['supernatural'],['wit studio'],ova,7.48,1724,1,4320
Yozakura Quartet: Hana no Uta,"['action', 'comedy', 'supernatural']",['tatsunoko production'],tv,7.48,1725,13,1523
Yozakura Quartet: Tsuki ni Naku,"['action', 'comedy', 'supernatural']",['tatsunoko production'],ova,7.48,1726,3,3636
Yu☆Gi☆Oh! The Dark Side of Dimensions,['adventure'],['gallop'],movie,7.48,1727,1,2240
Acchi Kocchi,"['comedy', 'romance', 'slice of life']",['aic'],tv,7.48,1728,12,654
Aikatsu! Movie,['slice of life'],['sunrise'],movie,7.48,1729,1,6322
Amagi Brilliant Park,"['comedy', 'drama', 'fantasy']",['kyoto animation'],tv,7.48,1730,13,288
Ani ni Tsukeru Kusuri wa Nai!,"['comedy', 'slice of life']","['fanworks', 'imagineer']",tv,7.48,1731,12,1975
Bobobo-bo Bo-bobo,"['adventure', 'comedy', 'sci-fi']",['toei animation'],tv,7.48,1732,76,1943
Charlotte: Tsuyoimono-tachi,['drama'],['p.a. works'],special,7.48,1733,1,1184
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,['action'],['sunrise'],movie,7.48,1734,1,1432
Fairy Tail OVA,"['comedy', 'fantasy', 'ecchi']","['satelight', 'a-1 pictures']",ova,7.48,1736,5,1217
Fullmetal Alchemist: Brotherhood - 4-Koma Theater,"['comedy', 'fantasy']",['bones'],special,7.48,1737,16,2477
Hetalia World Series Specials,['comedy'],['studio deen'],special,7.48,1738,4,3909
Hoozuki no Reitetsu 2nd Season OVA,"['comedy', 'fantasy', 'supernatural']",['pine jam'],ova,7.48,1740,3,7459
Itsudatte Bokura no Koi wa 10 cm Datta.,"['comedy', 'drama', 'romance']",['lay-duce'],tv,7.48,1741,6,992
Kara no Kyoukai 6: Boukyaku Rokuon,"['action', 'mystery', 'romance', 'supernatural', 'suspense']",['ufotable'],movie,7.48,1742,1,1078
Acchi Kocchi: Place=Princess,"['comedy', 'romance', 'slice of life']",['aic'],special,7.47,1743,1,2474
Ajin Part 1: Shoudou,"['action', 'horror', 'mystery', 'supernatural']",['polygon pictures'],movie,7.47,1744,1,2867
Akame ga Kill!,"['action', 'fantasy']",['white fox'],tv,7.47,1745,24,27
Angel Densetsu,"['action', 'comedy']",['toei animation'],ova,7.47,1746,2,3297
Carnival Phantasm EX Season,"['comedy', 'supernatural']",['lerche'],ova,7.47,1747,1,2783
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,"['action', 'fantasy', 'romance']",['j.c.staff'],tv,7.47,1748,13,1258
Gintama: Monster Strike-hen,"['action', 'comedy']",['bandai namco pictures'],ona,7.47,1749,2,4983
Grappler Baki: Saidai Tournament-hen,"['action', 'sports']",['group tac'],tv,7.47,1750,24,2267
Haiyore! Nyaruko-san F,"['comedy', 'romance', 'sci-fi']",['xebec'],ova,7.47,1751,1,2546
Hibike! Euphonium: Kakedasu Monaka,['drama'],['kyoto animation'],special,7.47,1752,1,2649
Ishuzoku Reviewers,"['comedy', 'fantasy', 'ecchi']",['passione'],tv,7.47,1753,12,441
Joshiraku,"['comedy', 'slice of life']",['j.c.staff'],tv,7.47,1754,13,1233
Kamichu! Specials,"['comedy', 'drama', 'slice of life', 'supernatural']","['""brains base""']",special,7.47,1755,4,5424
Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,"['drama', 'mystery', 'supernatural']",['ufotable'],special,7.47,1756,1,2854
Oushitsu Kyoushi Heine,"['comedy', 'slice of life']",['bridge'],tv,7.47,1757,12,1424
Psycho-Pass 3,"['action', 'sci-fi', 'suspense']",['production i.g'],tv,7.47,1758,8,841
Rakudai Kishi no Cavalry,"['action', 'fantasy', 'romance', 'ecchi']","['silver link.', 'nexus']",tv,7.47,1759,12,162
Sekaiichi Hatsukoi: Propose-hen,"['boys love', 'comedy', 'drama', 'romance']",['studio deen'],movie,7.47,1761,1,4018
Shakugan no Shana,"['action', 'drama', 'fantasy', 'romance', 'supernatural']",['j.c.staff'],tv,7.47,1762,24,352
Shigofumi,"['drama', 'fantasy', 'supernatural', 'suspense']",['j.c.staff'],tv,7.47,1763,12,1923
Shinryaku!! Ika Musume,"['comedy', 'slice of life']",['diomedéa'],ova,7.47,1764,3,3768
Sugar Sugar Rune,['fantasy'],['studio pierrot'],tv,7.47,1765,51,3127
Suisei no Gargantia,"['action', 'adventure', 'sci-fi']",['production i.g'],tv,7.47,1766,13,606
"Suteki Desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",['comedy'],['madhouse'],special,7.47,1767,3,3659
Suzumiya Haruhi-chan no Yuuutsu,['comedy'],['kyoto animation'],ona,7.47,1768,25,1783
Tales of Symphonia The Animation: Tethe'alla-hen,"['action', 'adventure', 'fantasy']",['ufotable'],ova,7.47,1769,4,3425
